AccountID,Type,BillingState,BillingCountry,Account_Status__c,ARR__c,EmployeesRange__c,Industry__c,SalesTargetAccount__c,SalesTeam__c,SalesTerritoryAE__c,OpenOpportunities__c,NumberofSessions__c,Industry_Score__c,EmployeeRangeScore__c,Engagement_Score__c,IsABM__c,Do_No_Contact__c,AccountSource,label
0012o00002h2bwC,Standard,District of Columbia,Netherlands,Business,0.0,1001-5000,Automotive,False,EMEA W,Benelux - Manufacturing,0.0,0.0,50.0,50.0,3.0,False,False,,False
0012o00002h2bQA,Standard,abu dhabi,United Arab Emirates,Business,0.0,10.000+,Banking & Financial Services,False,EMEA W,Middle East,0.0,12.0,100.0,100.0,3.0,False,False,Marketing,False
0012o00002h2ayC,Standard,England,United kingdom,Business,0.0,Less than 20,Software & Technology,False,EMEA N,UKI - Software & Technology,0.0,3.0,100.0,0.0,3.0,False,False,,False
0012o00002h2gPB,Standard,valencia,spain,Business,0.0,21-100,Software & Technology,False,EMEA W,Mediterranean,0.0,33.0,100.0,0.0,3.0,False,False,,False
0012o00002h2dbF,Partner,new south wales,Australia,Partner,0.0,101-1000,Software & Technology,False,APAC,RoW - APAC (Prio),0.0,37.0,100.0,0.0,3.0,False,False,Marketing,False
0012o00002h2dLM,Standard,South Carolina,United States,Business,0.0,1001-5000,Manufacturing,False,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,4.0,50.0,50.0,3.0,False,False,Zoominfo,False
0012o00002h2bI6,Standard,makkah al mukarramah,Saudi Arabia,Business,0.0,1001-5000,Banking & Financial Services,False,EMEA W,Middle East,0.0,1.0,100.0,50.0,6.0,False,False,Marketing,False
0012o00002h2eB7,Standard,New Mexico,United States,Business,0.0,10.000+,"Public Sector, Government, Education",False,NA - Enterprise,NA - South - Enterprise,0.0,17.0,0.0,100.0,3.0,False,False,Marketing,False
0012o00002i7QZy,Standard,Washington,United States,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",False,NA - Enterprise,NA - West Enterprise,0.0,165.0,100.0,100.0,6.0,False,False,Marketing,False
0012o00002h2azP,Standard,Beirut,Lebanon,Business,0.0,21-100,,False,EMEA W,Middle East,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h2iDu,Standard,texas,united states,Business,0.0,10.000+,Automotive,False,NA - Enterprise,NA - South - Enterprise,0.0,5.0,50.0,100.0,4.0,False,False,Marketing,False
0012o00002h2i7S,Standard,ciudad de mexico,mexico,Business,0.0,Less than 20,,False,NA - Corporate & LATAM,RoW - LATAM,0.0,5.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qa4,Standard,California,United States,Business,0.0,1001-5000,Other,False,NA - Corporate & LATAM,NA - West Corporate,0.0,1.0,0.0,50.0,7.0,False,False,Marketing,False
0012o00002h2dKP,Standard,new york,united states,Business,0.0,Less than 20,,False,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,2.0,0.0,0.0,3.0,False,False,,False
0012o00002h2hCG,Standard,bayern,Switzerland,Business,0.0,21-100,Automotive,False,DACH,DACH - Automotive,0.0,44.0,50.0,0.0,3.0,False,False,,False
0012o00002h2icH,Standard,uttar pradesh,india,Business,0.0,Less than 20,Software & Technology,False,APAC,RoW - APAC (Other),0.0,6.0,100.0,0.0,3.0,False,False,,False
0012o00002i7Qa3,Standard,South Carolina,United States,Business,0.0,1001-5000,"Telecommunications, Media & Entertainment",False,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,4.0,100.0,50.0,3.0,False,False,,False
0012o00002h2jGg,Standard,maryland,united states,Business,0.0,101-1000,Software & Technology,False,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,2.0,100.0,0.0,3.0,False,False,Marketing,False
0012o00002i7Qa0,Standard,Ontario,Canada,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",False,NA - Enterprise,NA - Canada - Enterprise,0.0,14.0,100.0,100.0,6.0,False,False,,False
0012o00002i7QZv,Standard,Connecticut,United States,Business,0.0,10.000+,Manufacturing,False,NA - Enterprise,NA - Northeast Enterprise,0.0,79.0,50.0,100.0,7.0,False,False,Marketing,False
0012o00002i7Qa1,Standard,California,United States,Business,0.0,10.000+,Banking & Financial Services,False,NA - Enterprise,NA - West Enterprise,2.0,136.0,100.0,100.0,16.0,False,False,Marketing,False
0012o00002h30Sf,Standard,caserta,italy,Business,0.0,21-100,Healthcare,False,EMEA W,Mediterranean,0.0,16.0,25.0,0.0,3.0,False,False,Marketing,False
0012o00002i7Qa6,Standard,Washington,United States,Business,0.0,1001-5000,Software & Technology,False,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,100.0,50.0,3.0,False,False,,False
0012o00002h34wV,Standard,stockholms lan,sweden,Business,0.0,101-1000,Unknown,False,EMEA N,RoW - Nordics,0.0,5.0,0.0,0.0,6.0,False,False,Marketing,False
0012o00002i7QaM,Standard,Indiana,United States,Business,0.0,21-100,Software & Technology,False,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,100.0,0.0,3.0,False,False,,False
0012o00002i7QaK,Standard,,Singapore,Business,0.0,21-100,Other,False,APAC,RoW - APAC (Prio),0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h36Ff,Standard,bayern,united kingdom,Business,0.0,21-100,Healthcare,False,EMEA N,UKI - Insurance & Healthcare,0.0,269.0,25.0,0.0,6.0,False,False,SDR,False
0012o00002i7Qae,Standard,Georgia,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qag,Standard,,,Business,0.0,,,False,,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h2e6H,Partner,PA,United States,Partner,0.0,10.000+,Software & Technology,False,NA - Enterprise,NA - DC Metro - Enterprise,0.0,1013.0,100.0,100.0,13.0,False,False,Marketing,False
0012o00002i7QaE,Standard,Kansas,United States,Business,0.0,101-1000,Software & Technology,False,NA - Corporate & LATAM,NA - Central Corporate,0.0,23.0,100.0,0.0,6.0,False,False,Marketing,False
0012o00002h3Fbt,Standard,gelderland,netherlands,Business,0.0,1001-5000,Consulting & Business Services,True,EMEA W,Benelux - Software & Consulting,0.0,148.0,50.0,50.0,4.0,False,False,Marketing,False
0012o00002i7Qak,Standard,Ontario,Canada,Business,0.0,5001-10.000,Consulting & Business Services,False,NA - Corporate & LATAM,NA - Canada - Corporate,0.0,315.0,50.0,0.0,3.0,False,False,Marketing,False
0012o00002h2bCm,Standard,dubai,united arab emirates,Business,0.0,Less than 20,Banking & Financial Services,False,EMEA W,Middle East,0.0,4.0,100.0,0.0,3.0,False,False,,False
0012o00002i7Qa2,Standard,New York,United States,Business,0.0,1001-5000,Other,False,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,0.0,50.0,6.0,False,False,,False
0012o00002h2zzH,Standard,,,Business,0.0,,,False,,,0.0,2.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QaX,Standard,Utah,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,2.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QaZ,Standard,New York,United States,Business,0.0,101-1000,Insurance,False,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,18.0,100.0,0.0,6.0,False,False,Marketing,False
0012o00002h2bDz,Standard,attiki,Greece,Business,0.0,101-1000,Banking & Financial Services,False,EMEA W,Mediterranean,0.0,23.0,100.0,0.0,3.0,False,False,Marketing,False
0012o00002h2csq,Standard,bari,Italy,Business,0.0,1001-5000,Software & Technology,False,EMEA W,Mediterranean,0.0,120.0,100.0,50.0,3.0,False,False,Zoominfo,False
0012o00002h2iPv,Standard,zaragoza,Spain,Business,0.0,101-1000,Manufacturing,False,EMEA W,Mediterranean,0.0,329.0,50.0,0.0,4.0,False,False,Marketing,False
0012o00002h2iRh,Standard,karnataka,india,Business,0.0,101-1000,Banking & Financial Services,False,APAC,RoW - APAC (Other),0.0,0.0,100.0,0.0,3.0,False,False,,False
0012o00002h2eTT,Standard,florida,united states,Business,30000.0,101-1000,Software & Technology,False,NA - Corporate & LATAM,NA - Southeast - Corporate,1.0,193.0,100.0,0.0,20.0,False,False,Marketing,True
0012o00002h33tp,Standard,ar riyad,Saudi Arabia,Business,0.0,5001-10.000,Banking & Financial Services,False,EMEA W,Middle East,0.0,8.0,100.0,0.0,3.0,False,False,SDR,False
0012o00002h2aSL,Standard,guangdong sheng,china,Business,0.0,101-1000,Software & Technology,False,APAC,RoW - APAC (Other),0.0,16.0,100.0,0.0,3.0,False,False,Marketing,False
0012o00002h2iTn,Standard,England,united kingdom,Business,0.0,101-1000,Consulting & Business Services,False,EMEA N,UKI - Software & Technology,0.0,4.0,50.0,0.0,4.0,False,False,Zoominfo,False
0012o00002h31OX,Standard,dublin,ireland,Business,0.0,21-100,,False,EMEA N,UKI - Software & Technology,0.0,2.0,0.0,0.0,3.0,False,False,Marketing,False
0012o00002i7QaY,Standard,,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h35o3,Standard,LONDON,united kingdom,Business,0.0,1001-5000,Retail,True,EMEA N,UKI - Retail,0.0,7.0,50.0,50.0,7.0,False,False,SDR,False
0012o00002i7QaL,Standard,California,United States,Business,0.0,101-1000,Banking & Financial Services,False,NA - Corporate & LATAM,NA - West Corporate,0.0,348.0,100.0,0.0,7.0,False,False,Marketing,False
0012o00002i7QaF,Standard,Maryland,United States,Business,0.0,101-1000,Other,False,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,56.0,0.0,0.0,8.0,False,False,Marketing,False
0012o00002h3F0r,Standard,Saarland,Germany,Business,0.0,101-1000,Banking & Financial Services,False,DACH,DACH - Banking,0.0,27.0,100.0,0.0,7.0,False,False,SDR,False
0012o00002i7QaU,Standard,,,Business,0.0,,,False,,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qb0,Standard,,,Business,0.0,,,False,,,0.0,3.0,0.0,0.0,5.0,False,False,,False
0012o00002i7QZz,Standard,New York,United States,Business,0.0,10.000+,Software & Technology,False,NA - Enterprise,NA - Northeast Enterprise,0.0,23.0,100.0,100.0,3.0,False,False,AE,False
0012o00002i7Qa7,Standard,California,United States,Business,0.0,1001-5000,Software & Technology,False,NA - Corporate & LATAM,NA - West Corporate,0.0,60.0,100.0,50.0,8.0,False,False,Marketing,False
0012o00002h32dk,Standard,kentucky,united states,Business,0.0,10.000+,Insurance,False,NA - Enterprise,NA - Midwest - Enterprise,1.0,44.0,100.0,100.0,15.0,False,False,Marketing,False
0012o00002i7QaR,Standard,Georgia,United States,Business,0.0,Less than 20,Other,False,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h3GRp,Standard,bruxelles-capitale,Belgium,Business,0.0,101-1000,Software & Technology,False,EMEA W,Benelux - Software & Consulting,0.0,15.0,100.0,0.0,3.0,False,False,,False
0012o00002h3MAB,Standard,dubai,United Arab Emirates,Business,76749.29178470255,5001-10.000,Banking & Financial Services,False,EMEA W,Middle East,1.0,279.0,100.0,0.0,27.0,False,False,Marketing,False
0012o00002h2jNc,Standard,Baden-W\u00fcrttemberg,Germany,Business,22500.0,10.000+,Utilities,False,DACH,DACH - Utilities,3.0,62.0,100.0,100.0,19.0,False,False,Zoominfo,False
0012o00002i7QaN,Standard,Washington,United States,Business,0.0,21-100,Software & Technology,False,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,100.0,0.0,3.0,False,False,,False
0012o00002i7Qah,Standard,Qu\u00e9bec,Canada,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qas,Standard,TX,United States,Business,0.0,10.000+,Manufacturing,False,NA - Enterprise,NA - South - Enterprise,0.0,579.0,50.0,100.0,11.0,False,False,Marketing,False
0012o00002h3LrD,Standard,,united kingdom,Business,0.0,101-1000,,False,EMEA N,UKI - Software & Technology,0.0,185.0,0.0,0.0,6.0,False,False,Marketing,False
0012o00002i7Qav,Standard,,Canada,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,4.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qb6,Standard,District of Columbia,United States,Business,0.0,10.000+,"Public Sector, Government, Education",False,NA - Enterprise,NA - DC Metro - Enterprise,0.0,217.0,0.0,100.0,3.0,False,False,,False
0012o00002i7Qam,Standard,Washington,United States,Business,0.0,10.000+,Retail,False,NA - Enterprise,NA - West Enterprise,0.0,3.0,50.0,100.0,3.0,False,False,,False
0012o00002i7Qal,Standard,Pennsylvania,United States,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",False,NA - Enterprise,NA - DC Metro - Enterprise,0.0,105.0,100.0,100.0,5.0,False,False,,False
0012o00002i7Qan,Standard,Massachusetts,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QaC,Standard,California,United States,Business,0.0,101-1000,Software & Technology,False,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,100.0,0.0,6.0,False,False,,False
0012o00002i7QaV,Standard,Vermont,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qac,Standard,,,Business,0.0,,,False,,,0.0,494.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qap,Standard,Massachusetts,United States,Business,0.0,1001-5000,"Life Sciences, Pharma, & Biotech",False,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,12.0,25.0,50.0,3.0,False,False,Marketing,False
0012o00002i7Qat,Standard,,,Business,0.0,,,False,,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h32QR,Standard,Maharashtra,India,Business,0.0,10.000+,Utilities,False,APAC,RoW - APAC (Other),0.0,320.0,100.0,100.0,20.0,False,False,Marketing,False
0012o00002i7Qb7,Standard,Missouri,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qb8,Standard,,,Business,0.0,,,False,,,0.0,49.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qa5,Standard,Texas,United States,Business,0.0,1001-5000,Other,False,NA - Corporate & LATAM,NA - South - Corporate,0.0,5.0,0.0,50.0,3.0,False,False,Marketing,False
0012o00002i7QaA,Standard,British Columbia,Canada,Business,0.0,101-1000,"Public Sector, Government, Education",False,NA - Corporate & LATAM,NA - Canada - Corporate,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h35T3,Standard,new south wales,australia,Business,0.0,21-100,Software & Technology,False,APAC,RoW - APAC (Prio),0.0,12.0,100.0,0.0,7.0,False,False,Marketing,False
0012o00002h35Zp,Standard,,portugal,Business,0.0,101-1000,Utilities,False,EMEA W,Mediterranean,0.0,0.0,100.0,0.0,3.0,False,False,,False
0012o00002i7Qao,Standard,,,Business,0.0,,,False,,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h3LJc,Standard,CO DUBLIN,Ireland,Business,0.0,10.000+,Banking & Financial Services,True,EMEA N,UKI - Banking,0.0,8.0,100.0,100.0,4.0,False,False,SDR,False
0012o00002i7QaW,Standard,,,Business,0.0,,,False,,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qaa,Standard,New York,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h3LhI,Standard,England,United Kingdom,Business,165526.0,1001-5000,"Telecommunications, Media & Entertainment",False,EMEA N,UKI - Telco,1.0,1372.0,100.0,50.0,25.0,False,False,SDR,False
0012o00002i7Qab,Standard,New York,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qar,Standard,,,Business,0.0,,,False,,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qax,Standard,New York,United States,Business,0.0,1001-5000,Insurance,False,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,19.0,100.0,50.0,3.0,False,False,,False
0012o00002h3MXN,Standard,california,united states,Business,0.0,101-1000,Automotive,False,NA - Corporate & LATAM,NA - West Corporate,0.0,39.0,50.0,0.0,3.0,False,False,,False
0012o00002i7QaB,Standard,Goa,India,Business,0.0,101-1000,Consulting & Business Services,False,APAC,RoW - APAC (Other),0.0,301.0,50.0,0.0,6.0,False,False,,False
0012o00002i7QaQ,Standard,Texas,United States,Business,0.0,Less than 20,Software & Technology,False,NA - Corporate & LATAM,NA - South - Corporate,0.0,15.0,100.0,0.0,9.0,False,False,Marketing,False
0012o00002h3G1S,Standard,schaffhausen,Switzerland,Business,0.0,101-1000,Banking & Financial Services,False,DACH,DACH - Banking,0.0,277.0,100.0,0.0,3.0,False,False,Marketing,False
0012o00002i7Qb1,Standard,,,Business,0.0,,,False,,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qay,Standard,,,Business,0.0,,,False,,,0.0,5.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qb3,Standard,,,Business,0.0,,,False,,,0.0,1.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qb5,Standard,,,Business,0.0,,,False,,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QbD,Standard,California,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QaT,Standard,Texas,United States,Business,0.0,1001-5000,Consulting & Business Services,False,NA - Corporate & LATAM,NA - South - Corporate,0.0,1.0,50.0,50.0,3.0,False,False,,False
0012o00002h3GMo,Standard,England,United Kingdom,Business,123860.75949367088,1001-5000,Insurance,False,EMEA N,UKI - Insurance & Healthcare,0.0,696.0,100.0,50.0,17.0,False,False,Marketing,True
0012o00002h3MOc,Standard,Western Province,Sri Lanka,Business,0.0,Less than 20,,False,APAC,RoW - APAC (Other),0.0,1.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QbA,Standard,,,Business,0.0,,,False,,,0.0,1.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qaw,Standard,New York,United States,Business,0.0,Less than 20,"Telecommunications, Media & Entertainment",False,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,7.0,100.0,0.0,3.0,False,False,,False
0012o00002i7Qaz,Standard,Pennsylvania,United States,Business,0.0,10.000+,Insurance,False,NA - Enterprise,NA - DC Metro - Enterprise,0.0,17.0,100.0,100.0,5.0,False,False,SDR,False
0012o00002i7Qb2,Standard,Shaanxi,China,Business,0.0,21-100,Unknown,False,APAC,RoW - APAC (Other),0.0,130.0,0.0,0.0,6.0,False,False,Marketing,False
0012o00002h3MIr,Standard,bologna,italy,Business,0.0,101-1000,Software & Technology,False,EMEA W,Mediterranean,1.0,53.0,100.0,0.0,10.0,False,False,Marketing,False
0012o00002i7Qb4,Partner,Virginia,United States,Partner,0.0,5001-10.000,Consulting & Business Services,False,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,36.0,50.0,0.0,3.0,False,False,AE,False
0012o00002i7Qb9,Standard,New Jersey,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qaj,Standard,,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h3HX8,Standard,,,Business,0.0,5001-10.000,Other,False,EMEA W,RoW - E Europe,0.0,34.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qaq,Standard,California,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h2a7B,Standard,,Finland,Business,0.0,1001-5000,"Telecommunications, Media & Entertainment",True,EMEA N,RoW - Nordics,0.0,5.0,100.0,50.0,3.0,False,False,Marketing,False
0012o00002h2gkF,Standard,region metro de santiago,Chile,Business,0.0,Less than 20,Software & Technology,False,NA - Corporate & LATAM,RoW - LATAM,0.0,5.0,100.0,0.0,3.0,False,False,,False
0012o00002h2iUH,Standard,AB,Canada,Business,0.0,10.000+,Consulting & Business Services,False,NA - Enterprise,NA - South - Enterprise,0.0,11.0,50.0,100.0,3.0,False,False,Marketing,False
0012o00002i7QZw,Standard,California,United States,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",False,NA - Enterprise,NA - West Enterprise,0.0,923.0,100.0,100.0,8.0,False,False,Marketing,False
0012o00002i7Qa8,Standard,Ontario,Canada,Business,0.0,1001-5000,Insurance,False,NA - Corporate & LATAM,NA - Canada - Corporate,0.0,0.0,100.0,50.0,3.0,False,False,,False
0012o00002h32EG,Standard,attiki,greece,Business,0.0,1001-5000,"Telecommunications, Media & Entertainment",True,EMEA W,Mediterranean,0.0,1.0,100.0,50.0,3.0,False,False,Zoominfo,False
0012o00002i7QaO,Standard,England,United Kingdom,Business,0.0,Less than 20,Banking & Financial Services,False,EMEA N,UKI - Banking,0.0,23.0,100.0,0.0,5.0,False,False,,False
0012o00002i7Qad,Standard,,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qaf,Standard,California,United States,Business,0.0,5001-10.000,Manufacturing,False,NA - Corporate & LATAM,NA - West Corporate,0.0,103.0,50.0,0.0,3.0,False,False,,False
0012o00002i7QbH,Standard,,Canada,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h3MtA,Standard,,,Business,0.0,1001-5000,,False,EMEA W,RoW - E Europe,0.0,0.0,0.0,50.0,3.0,False,False,,False
0012o00002i7QbJ,Standard,California,United States,Business,0.0,Less than 20,Other,False,NA - Corporate & LATAM,NA - West Corporate,0.0,1022.0,0.0,0.0,4.0,False,False,Marketing,False
0012o00002i7QbI,Standard,British Columbia,Canada,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QbP,Standard,New York,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qba,Standard,New Jersey,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QbE,Standard,Illinois,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QbK,Standard,California,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QbG,Standard,California,United States,Business,0.0,10.000+,Consulting & Business Services,False,NA - Enterprise,NA - West Enterprise,0.0,28.0,50.0,100.0,6.0,False,False,Marketing,False
0012o00002i7QbX,Standard,New Jersey,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QbV,Standard,ONTARIO,Canada,Business,0.0,5001-10.000,"Telecommunications, Media & Entertainment",False,NA - Corporate & LATAM,NA - Canada - Corporate,0.0,19.0,100.0,0.0,3.0,False,False,,False
0012o00002i7QbC,Standard,,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,31.0,0.0,0.0,5.0,False,False,,False
0012o00002i7QbY,Standard,Illinois,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,1.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qbd,Standard,,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,11.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qbn,Standard,Arkansas,United States,Business,0.0,101-1000,"Life Sciences, Pharma, & Biotech",False,NA - Corporate & LATAM,NA - South - Corporate,0.0,21.0,25.0,0.0,4.0,False,False,Marketing,False
0012o00002i7Qbj,Standard,,Canada,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QbO,Standard,Texas,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QbQ,Standard,,,Business,0.0,,,False,,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h3Qgn,Standard,stockholms lan,Sweden,Business,0.0,101-1000,Software & Technology,False,EMEA N,RoW - Nordics,0.0,37.0,100.0,0.0,3.0,False,False,Marketing,False
0012o00002i7Qbe,Standard,Virginia,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,1.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qbf,Standard,Ontario,Canada,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qbg,Standard,Florida,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,8.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qbl,Standard,Ohio,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,1.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qbq,Standard,Tennessee,United States,Business,0.0,101-1000,Banking & Financial Services,False,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,100.0,0.0,3.0,False,False,,False
0012o00002i7Qc2,Standard,Indiana,United States,Business,0.0,101-1000,Software & Technology,False,NA - Corporate & LATAM,,0.0,0.0,100.0,0.0,3.0,False,False,AE,False
0012o00002i7QbR,Standard,,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h3QXE,Standard,VIC,Australia,Business,113375.81,10.000+,Banking & Financial Services,False,APAC,RoW - APAC (Prio),9.0,1845.0,100.0,100.0,57.0,False,False,Marketing,False
0012o00002i7Qbc,Standard,California,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QbF,Standard,Ohio,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002h3OGl,Standard,georgia,united states,Business,0.0,Less than 20,Software & Technology,False,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,17.0,100.0,0.0,3.0,False,False,,False
0012o00002i7QbM,Standard,Colorado,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QbN,Standard,Arizona,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,14.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QbZ,Standard,Quebec,Canada,Business,0.0,101-1000,"Public Sector, Government, Education",False,NA - Corporate & LATAM,NA - West Corporate,0.0,194.0,0.0,0.0,4.0,False,False,SDR,False
0012o00002h3Rfc,Standard,karnataka,india,Business,0.0,Less than 20,,False,APAC,RoW - APAC (Other),0.0,11.0,0.0,0.0,3.0,False,False,Marketing,False
0012o00002i7Qbr,Standard,Alberta,Canada,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,6.0,0.0,0.0,4.0,False,False,,False
0012o00002i7Qbs,Standard,Michigan,United States,Business,0.0,101-1000,Manufacturing,False,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,50.0,0.0,3.0,False,False,,False
0012o00002i7QbT,Standard,New York,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7QbU,Standard,Georgia,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qbk,Standard,Georgia,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7Qbm,Standard,Georgia,United States,Business,0.0,,,False,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,3.0,False,False,,False
