AccountID,Type,BillingState,BillingCountry,Account_Status__c,ARR__c,EmployeesRange__c,Industry__c,SalesTargetAccount__c,SalesTeam__c,SalesTerritoryAE__c,OpenOpportunities__c,NumberofSessions__c,Industry_Score__c,EmployeeRangeScore__c,Engagement_Score__c,IsABM__c,Do_No_Contact__c,AccountSource,label
0012o00002i7N2d,Standard,Nordrhein-Westfalen,Germany,Business,0.0,10.000+,Consulting & Business Services,True,DACH,DACH - Whitepatch 5K+,0.0,0.0,50.0,100.0,3.0,False,False,,False
0012o00002i7RJ5,Standard,,Denmark,Business,0.0,Less than 20,,False,EMEA N,RoW - Nordics,0.0,256.0,0.0,0.0,3.0,False,False,,False
0012o00002sPXLe,Standard,NEW SOUTH WALES,Australia,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",False,APAC,RoW - APAC (Prio),0.0,2.0,100.0,100.0,3.0,False,False,HG Insights,False
0012o00002sPPL8,Standard,Baden-W\u00fcrttemberg,Germany,Business,0.0,1001-5000,Manufacturing,False,DACH,DACH - Manufacturing,0.0,22.0,50.0,50.0,7.0,False,False,HG Insights,False
0012o00002i7N2V,Standard,Niedersachsen,Germany,Business,0.0,10.000+,Consulting & Business Services,True,DACH,DACH - Whitepatch 5K+,0.0,423.0,50.0,100.0,12.0,False,False,Marketing,False
0012o00002i7RJg,Standard,,,Business,0.0,,,False,,,0.0,15.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RJh,Standard,Oslo,Norway,Business,0.0,,,False,EMEA N,RoW - Nordics,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RJk,Standard,,,Business,0.0,,,False,,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7N2e,Standard,Hessen,Germany,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",True,DACH,DACH - Telco & Media 5K+,0.0,1287.0,100.0,100.0,109.0,False,False,Marketing,False
0012o00002i7RJR,Standard,,,Business,0.0,,,False,,,0.0,2.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RJ7,Standard,,Norway,Business,0.0,Less than 20,"Telecommunications, Media & Entertainment",False,EMEA N,RoW - Nordics,0.0,0.0,100.0,0.0,3.0,False,False,,False
0012o00002i7RC4,Standard,,Norway,Business,0.0,21-100,Software & Technology,False,EMEA N,RoW - Nordics,0.0,0.0,100.0,0.0,3.0,False,False,,False
0012o00002i7RC7,Standard,,Pakistan,Business,0.0,21-100,Banking & Financial Services,False,APAC,RoW - APAC (Other),0.0,0.0,100.0,0.0,3.0,False,False,,False
0012o00002i7RJ4,Standard,New South Wales,Australia,Business,0.0,Less than 20,,False,APAC,RoW - APAC (Prio),0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RJF,Standard,\u00d6rebro County,Sweden,Business,0.0,5001-10.000,"Public Sector, Government, Education",True,EMEA N,RoW - Nordics,0.0,5.0,0.0,0.0,4.0,False,False,Marketing,False
0012o00002i7N2a,Standard,Schleswig-Holstein,Germany,Business,0.0,10.000+,Retail,True,DACH,DACH - Retail,0.0,13.0,50.0,100.0,3.0,False,False,Zoominfo,False
0012o00002i7N2R,Standard,Baden-W\u00fcrttemberg,Germany,Business,0.0,10.000+,Software & Technology,True,DACH,DACH - Whitepatch 5K+,0.0,332.0,100.0,100.0,4.0,False,False,Marketing,False
0012o00002i7RJi,Standard,,,Business,0.0,,,False,,,0.0,4.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RJw,Standard,\u00cele-de-France,France,Business,0.0,,Unknown,False,EMEA W,France - Other,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RJr,Standard,,Germany,Business,0.0,,Other,False,DACH,DACH - Whitepatch <5K,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RK1,Standard,,,Business,0.0,,,False,,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RJt,Standard,hovedstaden,Denmark,Business,0.0,10.000+,Logistics & Transportation,True,EMEA N,RoW - Nordics,0.0,256.0,75.0,100.0,30.0,False,False,Marketing,False
0012o00002i7RJl,Standard,,,Business,0.0,,,False,,,0.0,362.0,0.0,0.0,4.0,False,False,,False
0012o00002i7RJu,Standard,STOCKHOLM,Norway,Business,0.0,1001-5000,Software & Technology,False,EMEA N,RoW - Nordics,0.0,0.0,100.0,50.0,3.0,False,False,,False
0012o00002i7RJy,Standard,,Denmark,Business,0.0,,Unknown,False,EMEA N,RoW - Nordics,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RJx,Standard,NORTHAMPTONSHIRE,United Kingdom,Business,0.0,10.000+,Logistics & Transportation,False,EMEA N,UKI - Manufacturing,0.0,0.0,75.0,100.0,3.0,False,False,,False
0012o00002i7RJz,Standard,rogaland,norway,Business,0.0,101-1000,Software & Technology,False,EMEA N,RoW - Nordics,0.0,132.0,100.0,0.0,4.0,False,False,Marketing,False
0012o00002i7RK7,Standard,Karnataka,India,Business,0.0,5001-10.000,Software & Technology,False,APAC,RoW - APAC (Other),0.0,9.0,100.0,0.0,3.0,False,False,,False
0012o00002i7N3Z,Standard,Schleswig-Holstein,Germany,Business,0.0,101-1000,"Telecommunications, Media & Entertainment",True,DACH,DACH - Telco & Media <5K,0.0,816.0,100.0,0.0,6.0,False,False,Zoominfo,False
0012o00002sPXMN,Standard,HONG KONG,Hong Kong,Business,0.0,10.000+,Insurance,False,APAC,RoW - APAC (Prio),0.0,71.0,100.0,100.0,3.0,False,False,HG Insights,False
0012o00002sPGQL,Standard,District of Columbia,United States,Business,0.0,10.000+,Banking & Financial Services,False,NA - Enterprise,NA - DC Metro - Enterprise,2.0,911.0,100.0,100.0,23.0,False,False,HG Insights,False
0012o00002i7RK0,Standard,Center District,Israel,Business,0.0,,Unknown,False,EMEA W,Middle East,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RK9,Standard,,Finland,Business,0.0,,"Public Sector, Government, Education",False,EMEA N,RoW - Nordics,0.0,1.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RK3,Standard,Minas Gerais,Brazil,Business,0.0,1001-5000,Unknown,False,NA - Corporate & LATAM,RoW - LATAM,0.0,297.0,0.0,50.0,3.0,False,False,Marketing,False
0012o00002i7RKC,Standard,\u00cele-de-France,France,Business,0.0,5001-10.000,Logistics & Transportation,False,EMEA W,"France - Manufacturing, Auto, Logistics",0.0,28.0,75.0,0.0,6.0,False,False,,False
0012o00002sPGQR,Standard,Iowa,United States,Business,0.0,5001-10.000,Manufacturing,False,NA - Corporate & LATAM,NA - Central Corporate,0.0,27.0,50.0,0.0,5.0,False,False,HG Insights,False
0012o00002i7RK5,Standard,\u00cele-de-France,France,Business,0.0,1001-5000,Banking & Financial Services,False,EMEA W,France - Banking,0.0,65.0,100.0,50.0,3.0,False,False,Marketing,False
0012o00002i7N3Y,Standard,Baden-W\u00fcrttemberg,Germany,Business,72840.0,1001-5000,Utilities,True,DACH,DACH - Utilities,0.0,158.0,100.0,50.0,20.0,False,False,Marketing,False
0012o00002i7RKB,Standard,Jakarta,Indonesia,Business,0.0,1001-5000,Banking & Financial Services,False,APAC,RoW - APAC (Prio),1.0,59.0,100.0,50.0,11.0,False,False,HG Insights,False
0012o00002i7RK8,Standard,,Kazakhstan,Business,0.0,5001-10.000,Banking & Financial Services,False,EMEA W,RoW - E Europe,0.0,134.0,100.0,0.0,5.0,False,False,,False
0012o00002i7N3Q,Standard,Basel-Stadt,Switzerland,Business,0.0,1001-5000,Software & Technology,True,DACH,DACH - Whitepatch <5K,0.0,6.0,100.0,50.0,3.0,False,False,Zoominfo,False
0012o00002i7RK4,Standard,,Russia,Business,0.0,10.000+,Banking & Financial Services,False,EMEA W,RoW - E Europe,0.0,453.0,100.0,100.0,3.0,False,False,,False
0012o00002i7RKA,Standard,Stockholm County,Sweden,Business,0.0,101-1000,Insurance,False,EMEA N,RoW - Nordics,0.0,386.0,100.0,0.0,3.0,False,False,Marketing,False
0012o00002i7RKH,Standard,Nordrhein-Westfalen,Germany,Business,0.0,101-1000,Banking & Financial Services,False,DACH,DACH - Banking,0.0,1147.0,100.0,0.0,13.0,False,False,Marketing,False
0012o00002i7RKI,Standard,Nieder\u00f6sterreich,Austria,Business,0.0,21-100,"Telecommunications, Media & Entertainment",False,DACH,DACH - Telco & Media <5K,0.0,8.0,100.0,0.0,3.0,False,False,,False
0012o00002i7RK2,Standard,,,Business,0.0,,,False,,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RK6,Standard,attiki,greece,Business,0.0,101-1000,Software & Technology,False,EMEA W,Mediterranean,0.0,12.0,100.0,0.0,4.0,False,False,Marketing,False
0012o00002i7RKE,Standard,,,Business,0.0,,,False,,,0.0,0.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RKG,Partner,hessen,Deutschland,Partner,0.0,1001-5000,"Public Sector, Government, Education",False,DACH,DACH - Whitepatch <5K,0.0,447.0,0.0,50.0,53.0,False,False,Marketing,False
0012o00002i7N3X,Partner,Sachsen,Germany,Partner,0.0,1001-5000,Software & Technology,True,DACH,DACH - Whitepatch <5K,0.0,146.0,100.0,50.0,58.0,False,False,Marketing,False
0012o00002i7N3b,Standard,Bayern,Germany,Business,0.0,101-1000,"Telecommunications, Media & Entertainment",True,DACH,DACH - Telco & Media <5K,0.0,5.0,100.0,0.0,6.0,False,False,,False
0012o00002i7RKj,Standard,,United Kingdom,Business,0.0,21-100,Software & Technology,False,EMEA N,UKI - Software & Technology,0.0,0.0,100.0,0.0,9.0,False,False,,False
0012o00002i7RKk,Standard,Bayern,Germany,Business,0.0,10.000+,Manufacturing,False,DACH,DACH - Manufacturing,0.0,60.0,50.0,100.0,7.0,False,False,,False
0012o00002i7RKu,Standard,Z\u00fcrich,Switzerland,Business,0.0,101-1000,Other,False,DACH,DACH - Whitepatch <5K,0.0,1.0,0.0,0.0,6.0,False,False,,False
0012o00002i7N3e,Standard,Wien,Austria,Business,70000.0,5001-10.000,"Telecommunications, Media & Entertainment",True,DACH,DACH - Telco & Media 5K+,0.0,1555.0,100.0,0.0,18.0,False,False,Marketing,False
0012o00002i7RKi,Standard,Niedersachsen,Germany,Business,35000.0,101-1000,Insurance,True,DACH,DACH - Insurance <5K,0.0,1844.0,100.0,0.0,54.0,False,False,Marketing,False
0012o00002i7N3i,Standard,Arkansas,United States,Business,347424.0,10.000+,Retail,False,NA - Enterprise,NA - South - Enterprise,3.0,2913.0,50.0,100.0,171.0,False,False,Marketing,False
0012o00002sPXQ8,Standard,KUALA LUMPUR,Malaysia,Business,0.0,10.000+,Banking & Financial Services,False,APAC,RoW - APAC (Prio),0.0,1.0,100.0,100.0,3.0,False,False,HG Insights,False
0012o00002i7RKh,Standard,Baden-W\u00fcrttemberg,Germany,Business,0.0,21-100,Software & Technology,False,DACH,DACH - Whitepatch <5K,0.0,0.0,100.0,0.0,6.0,False,False,,False
0012o00002i7N3j,Standard,California,United States,Business,161568.0,10.000+,Banking & Financial Services,False,NA - Enterprise,NA - West Enterprise,5.0,804.0,100.0,100.0,77.0,False,False,Marketing,False
0012o00002i7N3d,Standard,Baden-W\u00fcrttemberg,Germany,Business,0.0,5001-10.000,Software & Technology,True,DACH,DACH - Whitepatch 5K+,0.0,1486.0,100.0,0.0,33.0,False,False,Zoominfo,False
0012o00002i7RKm,Standard,Nordrhein-Westfalen,Germany,Business,0.0,101-1000,"Telecommunications, Media & Entertainment",False,DACH,DACH - Telco & Media <5K,0.0,2.0,100.0,0.0,9.0,False,False,,False
0012o00002i7RKt,Standard,Noord-Holland,Netherlands,Business,0.0,101-1000,Software & Technology,False,EMEA W,Benelux - Software & Consulting,0.0,0.0,100.0,0.0,6.0,False,False,,False
0012o00002i7RKf,Standard,,United Kingdom,Business,0.0,21-100,Banking & Financial Services,False,EMEA N,UKI - Banking,0.0,0.0,100.0,0.0,3.0,False,False,,False
0012o00002i7RKg,Standard,Aargau,Switzerland,Business,0.0,21-100,Software & Technology,False,DACH,DACH - Whitepatch <5K,0.0,5.0,100.0,0.0,3.0,False,False,,False
0012o00002i7RKw,Standard,Niedersachsen,Germany,Business,80080.0,101-1000,Insurance,True,DACH,DACH - Insurance <5K,0.0,1130.0,100.0,0.0,16.0,False,False,Marketing,True
0012o00002i7N3l,Standard,Wisconsin,United States,Business,20000.0,10.000+,Software & Technology,False,NA - Enterprise,NA - Central Enterprise,0.0,387.0,100.0,100.0,20.0,False,False,Marketing,False
0012o00002i7N3t,Standard,California,United States,Business,0.0,10.000+,"Life Sciences, Pharma, & Biotech",False,NA - Enterprise,NA - West Enterprise,0.0,15.0,25.0,100.0,7.0,False,False,Marketing,False
0012o00002i7RKo,Standard,Bayern,Germany,Business,0.0,21-100,Banking & Financial Services,False,DACH,DACH - Banking,0.0,3.0,100.0,0.0,7.0,False,False,Marketing,False
0012o00002i7N3m,Standard,California,United States,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",False,NA - Enterprise,NA - West Enterprise,0.0,2.0,100.0,100.0,6.0,False,False,,False
0012o00002i7RKx,Standard,Nordrhein-Westfalen,Germany,Business,0.0,101-1000,Retail,False,DACH,DACH - Retail,0.0,466.0,50.0,0.0,26.0,False,False,Marketing,False
0012o00002i7RL3,Partner,KA,India,Partner,0.0,10.000+,Software & Technology,True,APAC,RoW - APAC (Other),0.0,11975.0,100.0,100.0,209.0,False,False,Marketing,False
0012o00002i7N3n,Standard,Washington,United States,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",False,NA - Enterprise,NA - West Enterprise,0.0,39.0,100.0,100.0,18.0,False,False,Marketing,False
0012o00002i7RKn,Standard,Piemonte,Italy,Business,0.0,101-1000,Software & Technology,False,EMEA W,Mediterranean,0.0,1921.0,100.0,0.0,9.0,False,False,,True
0012o00002i7RKr,Standard,North Rhine-Westphalia,Germany,Business,0.0,10.000+,Healthcare,False,DACH,DACH - Healthcare and Pharma,0.0,16.0,25.0,100.0,3.0,False,False,SDR,False
0012o00002i7N3p,Standard,California,United States,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",False,NA - Enterprise,NA - Southeast - Enterprise,0.0,31.0,100.0,100.0,6.0,False,False,Marketing,False
0012o00002i7N3k,Standard,California,United States,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",False,NA - Enterprise,NA - West Enterprise,0.0,88.0,100.0,100.0,10.0,False,False,Zoominfo,False
0012o00002i7RKz,Standard,North Carolina,United States,Business,0.0,10.000+,Consulting & Business Services,False,NA - Enterprise,NA - Southeast - Enterprise,0.0,73.0,50.0,100.0,10.0,False,False,Marketing,False
0012o00002i7RKq,Standard,K\u00e4rnten,Austria,Business,0.0,21-100,Consulting & Business Services,False,DACH,DACH - Whitepatch <5K,0.0,127.0,50.0,0.0,7.0,False,False,,True
0012o00002i7RKy,Standard,Hordaland,Norway,Business,0.0,21-100,Software & Technology,False,EMEA N,RoW - Nordics,0.0,2.0,100.0,0.0,3.0,False,False,,True
0012o00002i7RKl,Standard,Nordrhein-Westfalen,Germany,Business,0.0,10.000+,Utilities,False,DACH,DACH - Whitepatch 5K+,1.0,102.0,100.0,100.0,27.0,False,False,SDR,False
0012o00002i7RKs,Standard,Muharraq,Bahrain,Business,159040.87414002427,101-1000,"Public Sector, Government, Education",False,EMEA W,Middle East,1.0,776.0,0.0,0.0,54.0,False,False,Marketing,False
0012o00002i7RKv,Standard,Budapest,Hungary,Business,0.0,21-100,Software & Technology,False,EMEA W,RoW - E Europe,0.0,111.0,100.0,0.0,21.0,False,False,Marketing,False
0012o00002i7RKp,Standard,grad zagreb,Serbia,Business,0.0,101-1000,Software & Technology,False,EMEA W,RoW - E Europe,0.0,322.0,100.0,0.0,12.0,False,False,Marketing,False
0012o00002i7N3o,Standard,California,United States,Business,0.0,10.000+,Software & Technology,False,NA - Enterprise,NA - West Enterprise,0.0,66.0,100.0,100.0,3.0,False,False,SDR,False
0012o00002i7RL1,Standard,Kansas,United States,Business,80000.0,1001-5000,Insurance,False,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,622.0,100.0,50.0,28.0,True,False,Marketing,True
0012o00002i7RL0,Standard,Maryland,United States,Business,350678.0,10.000+,"Public Sector, Government, Education",False,NA - Enterprise,NA - DC Metro - Enterprise,3.0,139.0,0.0,100.0,33.0,False,False,Marketing,False
0012o00002i7RL2,Partner,MH,India,Partner,0.0,10.000+,Consulting & Business Services,False,APAC,RoW - APAC (Other),0.0,1157.0,50.0,100.0,35.0,False,False,Marketing,False
0012o00002i7N44,Standard,California,United States,Business,0.0,10.000+,Manufacturing,False,NA - Enterprise,NA - West Enterprise,0.0,167.0,50.0,100.0,5.0,False,False,Marketing,False
0012o00002i7RLG,Standard,Baden-W\u00fcrttemberg,Germany,Business,83400.0,101-1000,Banking & Financial Services,True,DACH,DACH - Banking,1.0,251.0,100.0,0.0,10.0,False,False,Partner,False
0012o00002i7RLE,Partner,bayern,Germany,Partner,0.0,10.000+,Consulting & Business Services,True,DACH,,0.0,1387.0,50.0,100.0,31.0,False,False,Partner,False
0012o00002i7RL6,Partner,Nordrhein-Westfalen,Germany,Partner,0.0,21-100,Consulting & Business Services,False,DACH,DACH - Telco & Media <5K,0.0,4529.0,50.0,0.0,105.0,False,False,Marketing,False
0012o00002i7RLJ,Partner,bruxelles-capitale,France,Partner,0.0,10.000+,Consulting & Business Services,False,EMEA W,France - Software & Consulting,0.0,5907.0,50.0,100.0,118.0,False,False,Marketing,False
0012o00002i7RLA,Partner,Arizona,United States,Partner,0.0,10.000+,Software & Technology,False,NA - Enterprise,NA - West Enterprise,0.0,1420.0,100.0,100.0,15.0,False,False,Partner,False
0012o00002i7RLH,Partner,New Jersey,United States,Partner,0.0,10.000+,Consulting & Business Services,False,NA - Enterprise,NA - DC Metro - Enterprise,0.0,4296.0,50.0,100.0,232.0,False,False,Marketing,False
0012o00002i7RLP,Partner,Nordrhein-Westfalen,Germany,Partner,0.0,5001-10.000,Consulting & Business Services,False,DACH,RoW - E Europe,0.0,1364.0,50.0,0.0,43.0,False,False,Marketing,False
0012o00002sPXQs,Standard,VICTORIA,Australia,Business,0.0,1001-5000,"Public Sector, Government, Education",False,APAC,RoW - APAC (Prio),0.0,86.0,0.0,50.0,4.0,False,False,HG Insights,False
0012o00002i7RLb,Partner,Nordrhein-Westfalen,Germany,Partner,0.0,101-1000,"Telecommunications, Media & Entertainment",False,DACH,,0.0,84.0,100.0,0.0,3.0,False,False,,False
0012o00002i7RLU,Partner,Nordrhein-Westfalen,Germany,Partner,0.0,101-1000,Consulting & Business Services,False,DACH,DACH - Whitepatch 5K+,0.0,12236.0,50.0,0.0,194.0,False,False,Community,False
0012o00002i7N4K,Standard,California,United States,Business,0.0,10.000+,Manufacturing,False,NA - Enterprise,NA - West Enterprise,0.0,6.0,50.0,100.0,5.0,False,False,Marketing,False
0012o00002i7RLa,Partner,Hessen,Germany,Partner,0.0,101-1000,,False,DACH,,0.0,1.0,0.0,0.0,3.0,False,False,,False
0012o00002i7RLc,Partner,Rheinland-Pfalz,Germany,Partner,0.0,21-100,Software & Technology,False,DACH,DACH - Banking,0.0,993.0,100.0,0.0,81.0,False,False,Marketing,False
0012o00002i7RLi,Partner,Brandenburg,Germany,Partner,0.0,21-100,Utilities,False,DACH,,0.0,210.0,100.0,0.0,6.0,False,False,,False
0012o00002i7RLq,Partner,Schleswig-Holstein,Germany,Partner,0.0,Less than 20,Consulting & Business Services,False,DACH,,0.0,38.0,50.0,0.0,9.0,False,False,Marketing,False
0012o00002i7RLw,Partner,Schleswig-Holstein,Germany,Partner,0.0,21-100,Consulting & Business Services,False,DACH,DACH - Whitepatch <5K,0.0,343.0,50.0,0.0,3.0,False,False,Marketing,False
0012o00002i7N4l,Standard,California,United States,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",False,NA - Enterprise,NA - West Enterprise,0.0,317.0,100.0,100.0,11.0,False,False,Marketing,False
0012o00002sPPQb,Standard,Z\u00dcRICH,Switzerland,Business,0.0,5001-10.000,Banking & Financial Services,False,DACH,DACH - Banking,0.0,0.0,100.0,0.0,3.0,False,False,HG Insights,False
0012o00002sPXRW,Standard,NEW SOUTH WALES,Australia,Business,0.0,5001-10.000,"Public Sector, Government, Education",False,APAC,RoW - APAC (Prio),0.0,51.0,0.0,0.0,4.0,False,False,HG Insights,False
0012o00002i7N4z,Standard,California,United States,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",False,NA - Enterprise,NA - West Enterprise,0.0,0.0,100.0,100.0,3.0,False,False,Zoominfo,False
0012o00002i7N56,Standard,Ontario,Canada,Business,0.0,10.000+,"Public Sector, Government, Education",False,NA - Enterprise,NA - Canada - Enterprise,0.0,651.0,0.0,100.0,6.0,False,False,Marketing,False
0012o00002i7RMJ,Partner,Bremen,Germany,Partner,0.0,101-1000,Healthcare,False,DACH,DACH - Healthcare and Pharma,0.0,4.0,25.0,0.0,3.0,False,False,,False
0012o00002i7RMI,Partner,,Denmark,Partner,0.0,101-1000,Consulting & Business Services,False,EMEA N,RoW - Nordics,0.0,38.0,50.0,0.0,3.0,False,False,,False
0012o00002i7RMX,Standard,Berlin,Germany,Business,0.0,101-1000,Software & Technology,False,DACH,DACH - Banking,1.0,99.0,100.0,0.0,13.0,False,False,Marketing,False
0012o00002i7RMc,Partner,Texas,Norway,Partner,0.0,101-1000,Retail,False,EMEA N,RoW - Nordics,0.0,103.0,50.0,0.0,3.0,False,False,Marketing,False
0012o00002i7RMb,Standard,New Jersey,United States,Business,0.0,101-1000,Consulting & Business Services,False,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,133.0,50.0,0.0,8.0,False,False,Zoominfo,False
0012o00002sPPR6,Standard,Brandenburg,Germany,Business,0.0,1001-5000,Consulting & Business Services,False,DACH,DACH - Whitepatch <5K,0.0,75.0,50.0,50.0,3.0,False,False,HG Insights,False
0012o00002i7RMf,Partner,South Holland,Netherlands,Partner,0.0,21-100,,False,EMEA W,,0.0,25.0,0.0,0.0,3.0,False,False,,False
0012o00002sPXRv,Standard,Jakarta,Indonesia,Business,0.0,1001-5000,Retail,False,APAC,RoW - APAC (Prio),0.0,4.0,50.0,50.0,3.0,False,False,HG Insights,False
0012o00002i7RMY,Partner,goias,Brazil,Partner,0.0,10.000+,"Public Sector, Government, Education",False,NA - Corporate & LATAM,RoW - LATAM,0.0,1692.0,0.0,100.0,27.0,False,False,Marketing,False
0012o00002i7RMo,Partner,Western Cape,South Africa,Partner,0.0,,Unknown,False,EMEA W,Africa,0.0,80.0,0.0,0.0,3.0,False,False,,False
0012o00002sPGWP,Standard,NY,United States,Business,0.0,1001-5000,Banking & Financial Services,False,NA - Enterprise,NA - Northeast Enterprise,0.0,32.0,100.0,50.0,7.0,False,False,HG Insights,False
0012o00002i7RMi,Partner,Amsterdam,Netherlands,Partner,0.0,Less than 20,Software & Technology,False,EMEA W,Benelux - Software & Consulting,0.0,2126.0,100.0,0.0,41.0,False,False,Partner,False
0012o00002i7RMZ,Partner,\u00cele-de-France,France,Partner,0.0,1001-5000,Unknown,False,EMEA W,France - Other,0.0,1047.0,0.0,50.0,6.0,False,False,Marketing,False
0012o00002i7RMn,Partner,virginia,Sweden,Partner,0.0,21-100,Software & Technology,False,EMEA N,RoW - Nordics,0.0,1803.0,100.0,0.0,40.0,False,False,Partner,False
0012o000036ULXZ,Standard,Rheinland-Pfalz,Germany,Business,0.0,101-1000,Manufacturing,False,DACH,DACH - Manufacturing,0.0,32.0,50.0,0.0,4.0,False,False,Marketing,False
0012o00002i7RMp,Partner,Guayas,Ecuador,Partner,0.0,101-1000,Unknown,False,NA - Corporate & LATAM,RoW - LATAM,0.0,134.0,0.0,0.0,12.0,False,False,Marketing,False
0012o00002i7N5q,Standard,Washington,United States,Business,0.0,10.000+,Software & Technology,False,NA - Enterprise,NA - West Enterprise,0.0,1330.0,100.0,100.0,16.0,False,False,Marketing,False
0012o00002i7RMr,Partner,Maharashtra,India,Partner,0.0,101-1000,Software & Technology,False,APAC,RoW - APAC (Other),0.0,132.0,100.0,0.0,5.0,False,False,Community,False
0012o00002i7N5u,Standard,Bayern,Germany,Business,0.0,10.000+,Insurance,True,DACH,DACH - Insurance 5K+,0.0,98.0,100.0,100.0,6.0,False,False,SDR,False
0012o00002i7N5s,Standard,Z\u00fcrich,Switzerland,Business,0.0,10.000+,Retail,True,DACH,DACH - Retail,0.0,29.0,50.0,100.0,5.0,False,False,Zoominfo,False
0012o00002i7N5p,Standard,Colorado,United States,Business,0.0,10.000+,Insurance,False,NA - Enterprise,NA - Central Enterprise,0.0,95.0,100.0,100.0,15.0,False,False,Marketing,False
0012o00002i7N5t,Standard,Hamburg,Germany,Business,143289.0,10.000+,Retail,True,DACH,DACH - Retail,1.0,272.0,50.0,100.0,36.0,False,False,Zoominfo,False
0012o00002i7N5x,Standard,Hamburg,Germany,Business,0.0,10.000+,Logistics & Transportation,True,DACH,DACH - Logistics,0.0,91.0,75.0,100.0,34.0,False,False,Zoominfo,False
0012o00002sPXST,Standard,WESTERN AUSTRALIA,Australia,Business,0.0,1001-5000,Manufacturing,False,APAC,RoW - APAC (Prio),0.0,4.0,50.0,50.0,4.0,False,False,HG Insights,False
0012o00002i7N5z,Standard,Nordrhein-Westfalen,Germany,Business,0.0,10.000+,Logistics & Transportation,True,DACH,DACH - Logistics,0.0,52.0,75.0,100.0,18.0,False,False,Marketing,False
0012o00002i7N63,Standard,Hamburg,Germany,Business,0.0,10.000+,Banking & Financial Services,True,DACH,DACH - Banking,0.0,12.0,100.0,100.0,9.0,False,False,,False
0012o00002i7RNE,Partner,,Spain,Partner,0.0,21-100,"Telecommunications, Media & Entertainment",False,EMEA W,Mediterranean,0.0,192.0,100.0,0.0,3.0,False,False,Marketing,False
0012o00002i7N64,Standard,Berlin,Germany,Business,0.0,10.000+,Logistics & Transportation,True,DACH,DACH - Logistics,0.0,48.0,75.0,100.0,13.0,False,False,Zoominfo,False
0012o00002i7N61,Standard,Hessen,Germany,Business,0.0,10.000+,Logistics & Transportation,True,DACH,DACH - Logistics,0.0,171.0,75.0,100.0,9.0,False,False,Marketing,False
0012o00002i7N6G,Standard,Bayern,Germany,Business,0.0,10.000+,Insurance,True,DACH,DACH - Insurance 5K+,0.0,453.0,100.0,100.0,49.0,False,False,Marketing,False
0012o00002i7N67,Standard,hessen,Germany,Business,0.0,10.000+,Retail,True,DACH,DACH - Retail,1.0,858.0,50.0,100.0,84.0,False,False,Zoominfo,False
0012o00002i7N6D,Standard,Nordrhein-Westfalen,Germany,Business,0.0,10.000+,Retail,True,DACH,DACH - Retail,1.0,68.0,50.0,100.0,13.0,False,False,Marketing,False
0012o00002i7N69,Standard,Nordrhein-Westfalen,Germany,Business,0.0,10.000+,Logistics & Transportation,True,DACH,DACH - Logistics,0.0,152.0,75.0,100.0,30.0,False,False,SDR,False
0012o00002i7RNG,Partner,moskva,Russia,Partner,0.0,Less than 20,Banking & Financial Services,False,EMEA W,RoW - E Europe,0.0,2679.0,100.0,0.0,21.0,False,False,Marketing,False
0012o00002i7N6H,Standard,Bremen,Germany,Business,0.0,10.000+,Logistics & Transportation,True,DACH,DACH - Logistics,0.0,27.0,75.0,100.0,4.0,False,False,Zoominfo,False
0012o00002i7N6B,Standard,Baden-W\u00fcrttemberg,Germany,Business,0.0,10.000+,Retail,True,DACH,DACH - Retail,0.0,4.0,50.0,100.0,3.0,False,False,,False
0012o00002i7RNK,Partner,,Czech Republic,Partner,0.0,101-1000,Software & Technology,False,EMEA W,RoW - E Europe,0.0,86.0,100.0,0.0,6.0,False,False,,False
0012o00002i7N6E,Standard,Baden-W\u00fcrttemberg,Germany,Business,0.0,10.000+,Retail,True,DACH,DACH - Retail,1.0,427.0,50.0,100.0,49.0,False,False,Marketing,False
